threshold,accuracy,precision_real,recall_real,f1_real,precision_fake,recall_fake,f1_fake,macro_f1
7.0,0.8212435233160622,0.782608695652174,0.8323699421965318,0.8067226890756303,0.8564356435643564,0.812206572769953,0.8337349397590361,0.8202288144173332
7.1,0.8203799654576857,0.7832422586520947,0.8285163776493256,0.8052434456928839,0.8538587848932676,0.8137715179968701,0.8333333333333334,0.8192883895131087
6.9,0.8195164075993091,0.7787769784172662,0.8342967244701349,0.8055813953488372,0.8571428571428571,0.8075117370892019,0.8315874294923449,0.818584412420591
7.2,0.8195164075993091,0.7870370370370371,0.8188824662813102,0.8026440037771483,0.8478964401294499,0.8200312989045383,0.8337311058074781,0.8181875547923132
6.4,0.8186528497409327,0.768695652173913,0.8516377649325626,0.8080438756855576,0.8679245283018868,0.7918622848200313,0.8281505728314239,0.8180972242584907
6.3,0.8177892918825561,0.7646048109965635,0.8574181117533719,0.8083560399636693,0.8715277777777778,0.7856025039123631,0.8263374485596707,0.81734674426167
7.3,0.8186528497409327,0.7877094972067039,0.815028901734104,0.8011363636363636,0.8454106280193237,0.8215962441314554,0.8333333333333334,0.8172348484848485
6.8,0.8169257340241797,0.7736185383244206,0.8362235067437379,0.8037037037037037,0.8576214405360134,0.8012519561815337,0.8284789644012945,0.8160913340524991
6.1,0.8160621761658031,0.7575757575757576,0.8670520231213873,0.8086253369272237,0.8776595744680851,0.7746478873239436,0.8229426433915212,0.8157839901593724
7.4,0.8169257340241797,0.7890772128060264,0.8073217726396917,0.7980952380952381,0.8405103668261563,0.8247261345852895,0.8325434439178515,0.8153193410065448
6.7,0.8160621761658031,0.7722419928825622,0.8362235067437379,0.8029602220166513,0.8573825503355704,0.7996870109546166,0.8275303643724696,0.8152452931945604
6.2,0.8151986183074266,0.7589134125636672,0.861271676300578,0.8068592057761733,0.8734622144112478,0.7777777777777778,0.8228476821192053,0.8148534439476893
6.5,0.8151986183074266,0.7670753064798599,0.8439306358381503,0.8036697247706422,0.8620102214650767,0.7918622848200313,0.8254486133768353,0.8145591690737388
6.6,0.8151986183074266,0.7689594356261023,0.8400770712909441,0.8029465930018416,0.8595600676818951,0.7949921752738655,0.8260162601626017,0.8144814265822216
7.5,0.8160621761658031,0.7908745247148289,0.8015414258188824,0.7961722488038278,0.8370253164556962,0.8278560250391236,0.8324154209284028,0.8142938348661153
7.6,0.8160621761658031,0.7931034482758621,0.7976878612716763,0.7953890489913544,0.8349056603773585,0.8309859154929577,0.8329411764705882,0.8141651127309713
6.0,0.8134715025906736,0.7537688442211056,0.8670520231213873,0.8064516129032258,0.8770053475935828,0.7699530516431925,0.82,0.8132258064516129
5.7,0.812607944732297,0.7475409836065574,0.8786127167630058,0.8077945084145262,0.885036496350365,0.758998435054773,0.8171861836562764,0.8124903460354013
5.9,0.812607944732297,0.7516666666666667,0.8689788053949904,0.8060768543342269,0.8781362007168458,0.7668231611893583,0.8187134502923976,0.8123951523133123
8.0,0.8143350604490501,0.796875,0.7861271676300579,0.7914645974781765,0.8281733746130031,0.837245696400626,0.8326848249027238,0.8120747111904502
5.8,0.8117443868739206,0.7479406919275123,0.8747591522157996,0.8063943161634103,0.8820326678765881,0.7605633802816901,0.8168067226890756,0.811600519426243
7.9,0.8134715025906736,0.793036750483559,0.789980732177264,0.7915057915057915,0.8299531981279251,0.8325508607198748,0.83125,0.8113778957528958
7.7,0.8134715025906736,0.793036750483559,0.789980732177264,0.7915057915057915,0.8299531981279251,0.8325508607198748,0.83125,0.8113778957528958
7.8,0.8134715025906736,0.793036750483559,0.789980732177264,0.7915057915057915,0.8299531981279251,0.8325508607198748,0.83125,0.8113778957528958
5.6,0.809153713298791,0.7403225806451613,0.884393063583815,0.8059701492537313,0.8884758364312267,0.7480438184663537,0.8122344944774851,0.8091023218656082
5.5,0.8048359240069085,0.733652312599681,0.8863198458574181,0.8027923211169284,0.8888888888888888,0.7386541471048513,0.8068376068376069,0.8048149639772677
4.9,0.8048359240069085,0.719640179910045,0.9248554913294798,0.8094435075885329,0.9205702647657841,0.7073552425665102,0.8,0.8047217537942665
5.4,0.803972366148532,0.7310126582278481,0.8901734104046243,0.8027801911381407,0.8916349809885932,0.7339593114241002,0.8051502145922746,0.8039652028652077
5.1,0.803972366148532,0.7218844984802432,0.9152215799614644,0.8071367884451996,0.912,0.7136150234741784,0.800702370500439,0.8039195794728193
5.0,0.803972366148532,0.7198795180722891,0.9210019267822736,0.8081149619611158,0.917004048582996,0.7089201877934272,0.7996469549867609,0.8038809584739384
5.2,0.8013816925734024,0.7219662058371735,0.905587668593449,0.8034188034188035,0.903353057199211,0.7167449139280125,0.7993019197207679,0.8013603615697857
5.3,0.7987910189982729,0.7220496894409938,0.8959537572254336,0.7996560619088564,0.8949416342412452,0.7198748043818466,0.797918473547268,0.7987872677280622
4.8,0.7970639032815199,0.7094395280235988,0.9267822736030829,0.8036758563074352,0.9208333333333333,0.6917057902973396,0.7899910634495085,0.7968334598784719
4.7,0.7962003454231433,0.7077826725403817,0.928709055876686,0.8033333333333333,0.9224318658280922,0.6885758998435054,0.7885304659498208,0.7959318996415771
4.6,0.7944732297063903,0.7051094890510949,0.930635838150289,0.8023255813953488,0.9238900634249472,0.6838810641627543,0.7859712230215827,0.7941484022084657
4.5,0.7901554404145078,0.6994219653179191,0.9325626204238922,0.7993393889347646,0.924892703862661,0.6744913928012519,0.7800904977375566,0.7897149433361605
4.4,0.7901554404145078,0.6988472622478387,0.9344894026974951,0.7996702390766695,0.9267241379310345,0.672926447574335,0.7796917497733454,0.7896809944250074
4.3,0.7849740932642487,0.6917613636363636,0.9383429672447013,0.7964022894521668,0.9295154185022027,0.6604068857589984,0.7721866422689845,0.7842944658605757
4.2,0.7815198618307426,0.6873239436619718,0.9402697495183044,0.7941415785191213,0.9308035714285714,0.6525821596244131,0.7672493100275989,0.78069544427336
4.1,0.7746113989637305,0.6796657381615598,0.9402697495183044,0.7890056588520614,0.9295454545454546,0.6400625978090767,0.758109360518999,0.7735575096855303
4.0,0.770293609671848,0.6744827586206896,0.9421965317919075,0.7861736334405145,0.930715935334873,0.6306729264475743,0.7518656716417911,0.7690196525411528
3.9,0.7659758203799655,0.6693989071038251,0.9441233140655106,0.7833733013589129,0.931924882629108,0.621283255086072,0.7455399061032864,0.7644566037310996
3.8,0.7564766839378239,0.6590604026845638,0.9460500963391136,0.7768987341772152,0.9322033898305084,0.6025039123630673,0.7319391634980988,0.754418948837657
3.7,0.7556131260794473,0.6577540106951871,0.9479768786127167,0.77663772691397,0.9341463414634147,0.5993740219092332,0.7302192564346998,0.7534284916743349
3.6,0.7530224525043178,0.6551264980026631,0.9479768786127167,0.7748031496062993,0.9336609336609336,0.594679186228482,0.7265774378585086,0.7506902937324039
3.5,0.7443868739205527,0.6465177398160316,0.9479768786127167,0.76875,0.9319899244332494,0.5790297339593115,0.7142857142857143,0.7415178571428571
3.4,0.7435233160621761,0.6456692913385826,0.9479768786127167,0.7681498829039812,0.9318181818181818,0.5774647887323944,0.7130434782608696,0.7405966805824253
3.3,0.7426597582037997,0.6429495472186287,0.9576107899807321,0.7693498452012384,0.9428571428571428,0.568075117370892,0.708984375,0.7391671101006192
3.2,0.7417962003454232,0.6417525773195877,0.9595375722543352,0.7691119691119691,0.9450261780104712,0.564945226917058,0.7071498530852106,0.7381309110985899
3.1,0.7400690846286702,0.6401028277634961,0.9595375722543352,0.7679259830377795,0.9447368421052632,0.5618153364632238,0.704612365063788,0.7362691740507837
3.0,0.7357512953367875,0.6356687898089172,0.9614643545279383,0.7653374233128835,0.9463806970509383,0.5524256651017214,0.6976284584980237,0.7314829409054535
2.9,0.7340241796200345,0.6337135614702155,0.9633911368015414,0.764525993883792,0.948509485094851,0.5477308294209703,0.6944444444444444,0.7294852191641182
2.8,0.7305699481865285,0.6298619824341279,0.9672447013487476,0.7629179331306991,0.9529085872576177,0.5383411580594679,0.688,0.7254589665653495
2.7,0.7305699481865285,0.6298619824341279,0.9672447013487476,0.7629179331306991,0.9529085872576177,0.5383411580594679,0.688,0.7254589665653495
2.6,0.7305699481865285,0.6295369211514393,0.9691714836223507,0.7632776934749621,0.9554317548746518,0.5367762128325508,0.687374749498998,0.72532622148698
2.5,0.7271157167530224,0.6257744733581165,0.9730250481695568,0.7616892911010558,0.9601139601139601,0.5273865414710485,0.6808080808080809,0.7212486859545684
2.4,0.7253886010362695,0.6242274412855378,0.9730250481695568,0.7605421686746988,0.9598853868194842,0.5242566510172144,0.6781376518218624,0.7193399102482806
2.3,0.7167530224525043,0.6163215590742996,0.9749518304431599,0.755223880597015,0.9614243323442137,0.5070422535211268,0.6639344262295082,0.7095791534132616
2.2,0.7158894645941278,0.6155717761557178,0.9749518304431599,0.7546607009694258,0.9613095238095238,0.5054773082942097,0.6625641025641026,0.7086124017667642
2.1,0.7150259067357513,0.6148238153098421,0.9749518304431599,0.7540983606557377,0.9611940298507463,0.5039123630672926,0.6611909650924025,0.70764466287407
2.0,0.7081174438687392,0.6086434573829532,0.976878612716763,0.75,0.963076923076923,0.48982785602503914,0.6493775933609959,0.6996887966804979
1.9,0.7072538860103627,0.6076555023923444,0.9788053949903661,0.7498154981549815,0.9658385093167702,0.486697965571205,0.6472424557752341,0.6985289769651077
1.8,0.7020725388601037,0.6033254156769596,0.9788053949903661,0.7465099191770757,0.9651898734177216,0.47730829420970267,0.6387434554973822,0.6926266873372289
1.7,0.7012089810017271,0.602125147579693,0.9826589595375722,0.746705710102489,0.9710610932475884,0.4726134585289515,0.6357894736842106,0.6912475918933498
1.6,0.6968911917098446,0.5985915492957746,0.9826589595375722,0.7439824945295405,0.9705882352941176,0.4647887323943662,0.6285714285714286,0.6862769615504845
1.5,0.6951640759930915,0.5971896955503513,0.9826589595375722,0.7428987618353969,0.9703947368421053,0.4616588419405321,0.6256627783669141,0.6842807701011555
1.4,0.6899827288428325,0.5930232558139535,0.9826589595375722,0.7396664249456127,0.9697986577181208,0.4522691705790297,0.6168623265741728,0.6782643757598927
1.3,0.6856649395509499,0.5895953757225434,0.9826589595375722,0.7369942196531792,0.9692832764505119,0.4444444444444444,0.6094420600858369,0.6732181398695081
1.2,0.6839378238341969,0.5882352941176471,0.9826589595375722,0.7359307359307359,0.9690721649484536,0.4413145539906103,0.6064516129032258,0.6711911744169808
1.1,0.6822107081174439,0.5868814729574223,0.9826589595375722,0.7348703170028819,0.9688581314878892,0.4381846635367762,0.603448275862069,0.6691592964324754
1.0,0.6778929188255614,0.5835240274599542,0.9826589595375722,0.7322325915290739,0.9683098591549296,0.4303599374021909,0.5958829902491874,0.6640577908891308
0.9,0.6770293609671848,0.5828571428571429,0.9826589595375722,0.7317073170731707,0.9681978798586572,0.4287949921752739,0.5943600867678959,0.6630337019205332
0.8,0.6718480138169257,0.5788876276958003,0.9826589595375722,0.7285714285714285,0.9675090252707581,0.4194053208137715,0.5851528384279476,0.656862133499688
0.7,0.6683937823834197,0.5760992108229989,0.9845857418111753,0.7268847795163584,0.9704797047970479,0.41158059467918623,0.578021978021978,0.6524533787691682
0.6,0.6632124352331606,0.5717463848720801,0.9903660886319846,0.7249647390691114,0.9806949806949807,0.3974960876369327,0.5657015590200446,0.645333149044578
0.5,0.6623488773747841,0.5711111111111111,0.9903660886319846,0.7244538407329105,0.9806201550387597,0.39593114241001565,0.5641025641025641,0.6442782024177374
0.4,0.6597582037996546,0.5689084895259096,0.9942196531791907,0.7237026647966339,0.9880478087649402,0.38810641627543035,0.5573033707865168,0.6405030177915754
0.3,0.653713298791019,0.5645514223194749,0.9942196531791907,0.7201674808094906,0.9877049180327869,0.37715179968701096,0.5458663646659117,0.6330169227377012
0.2,0.6493955094991365,0.5614798694232862,0.9942196531791907,0.717663421418637,0.9874476987447699,0.36932707355242567,0.5375854214123007,0.6276244214154689
0.1,0.6493955094991365,0.5614798694232862,0.9942196531791907,0.717663421418637,0.9874476987447699,0.36932707355242567,0.5375854214123007,0.6276244214154689
-0.1,0.6424870466321243,0.5566343042071198,0.9942196531791907,0.7136929460580913,0.987012987012987,0.3568075117370892,0.5241379310344828,0.6189154385462871
0.0,0.6424870466321243,0.5566343042071198,0.9942196531791907,0.7136929460580913,0.987012987012987,0.3568075117370892,0.5241379310344828,0.6189154385462871
-0.3,0.6355785837651122,0.5518716577540107,0.9942196531791907,0.7097661623108665,0.9865470852017937,0.3442879499217527,0.5104408352668214,0.610103498788844
-0.2,0.6355785837651122,0.5518716577540107,0.9942196531791907,0.7097661623108665,0.9865470852017937,0.3442879499217527,0.5104408352668214,0.610103498788844
