platform,review_count,avg_food_score,avg_price_score,avg_service_score,avg_atmosphere_score,avg_general_score,avg_total_score,positive_ratio,neutral_ratio,negative_ratio
kakao,1482,1.114709851551957,0.009446693657219974,0.0796221322537112,0.16869095816464239,0.6214574898785425,1.9939271255060729,0.6815114709851552,0.08771929824561403,0.23076923076923078
naver,2786,1.6898779612347452,0.08793969849246232,0.2132089016511127,0.2132089016511127,1.1816223977027998,3.3858578607322327,0.8546302943287868,0.06137832017229002,0.08399138549892318
